a,b,n,rad_a,rad_b,rad_n,rad_product
75,79,154,15,79,154,182490
4,151,155,2,151,155,46810
8,147,155,2,21,155,6510
9,146,155,3,146,155,67890
16,139,155,2,139,155,43090
18,137,155,6,137,155,127410
19,136,155,19,34,155,100130
23,132,155,23,66,155,235290
24,131,155,6,131,155,121830
27,128,155,3,2,155,930
28,127,155,14,127,155,275590
29,126,155,29,42,155,188790
32,123,155,2,123,155,38130
34,121,155,34,11,155,57970
36,119,155,6,119,155,110670
38,117,155,38,39,155,229710
39,116,155,39,58,155,350610
43,112,155,43,14,155,93310
44,111,155,22,111,155,378510
47,108,155,47,6,155,43710
48,107,155,6,107,155,99510
49,106,155,7,106,155,115010
51,104,155,51,26,155,205530
52,103,155,26,103,155,415090
54,101,155,6,101,155,93930
56,99,155,14,33,155,71610
57,98,155,57,14,155,123690
59,96,155,59,6,155,54870
63,92,155,21,46,155,149730
64,91,155,2,91,155,28210
67,88,155,67,22,155,228470
68,87,155,34,87,155,458490
71,84,155,71,42,155,462210
72,83,155,6,83,155,77190
74,81,155,74,3,155,34410
76,79,155,38,79,155,465310
1,155,156,1,155,78,12090
25,131,156,5,131,78,51090
31,125,156,31,5,78,12090
35,121,156,35,11,78,30030
49,107,156,7,107,78,58422
4,155,159,2,155,159,49290
8,151,159,2,151,159,48018
16,143,159,2,143,159,45474
19,140,159,19,70,159,211470
20,139,159,10,139,159,221010
23,136,159,23,34,159,124338
25,134,159,5,134,159,106530
28,131,159,14,131,159,291606
31,128,159,31,2,159,9858
32,127,159,2,127,159,40386
34,125,159,34,5,159,27030
35,124,159,35,62,159,345030
38,121,159,38,11,159,66462
40,119,159,10,119,159,189210
43,116,159,43,58,159,396546
44,115,159,22,115,159,402270
47,112,159,47,14,159,104622
49,110,159,7,110,159,122430
50,109,159,10,109,159,173310
52,107,159,26,107,159,442338
55,104,159,55,26,159,227370
56,103,159,14,103,159,229278
59,100,159,59,10,159,93810
61,98,159,61,14,159,135786
64,95,159,2,95,159,30210
67,92,159,67,46,159,490038
68,91,159,34,91,159,491946
71,88,159,71,22,159,248358
76,83,159,38,83,159,501486
79,80,159,79,10,159,125610
1,159,160,1,159,10,1590
9,151,160,3,151,10,4530
27,133,160,3,133,10,3990
39,121,160,39,11,10,4290
43,117,160,43,39,10,16770
49,111,160,7,111,10,7770
61,99,160,61,33,10,20130
63,97,160,21,97,10,20370
79,81,160,79,3,10,2370
4,157,161,2,157,161,50554
8,153,161,2,51,161,16422
9,152,161,3,38,161,18354
16,145,161,2,145,161,46690
17,144,161,17,6,161,16422
18,143,161,6,143,161,138138
20,141,161,10,141,161,227010
24,137,161,6,137,161,132342
25,136,161,5,34,161,27370
26,135,161,26,15,161,62790
27,134,161,3,134,161,64722
29,132,161,29,66,161,308154
32,129,161,2,129,161,41538
33,128,161,33,2,161,10626
36,125,161,6,5,161,4830
37,124,161,37,62,161,369334
40,121,161,10,11,161,17710
41,120,161,41,30,161,198030
44,117,161,22,39,161,138138
45,116,161,15,58,161,140070
48,113,161,6,113,161,109158
50,111,161,10,111,161,178710
52,109,161,26,109,161,456274
53,108,161,53,6,161,51198
54,107,161,6,107,161,103362
57,104,161,57,26,161,238602
60,101,161,30,101,161,487830
61,100,161,61,10,161,98210
62,99,161,62,33,161,329406
64,97,161,2,97,161,31234
65,96,161,65,6,161,62790
68,93,161,34,93,161,509082
71,90,161,71,30,161,342930
72,89,161,6,89,161,85974
73,88,161,73,22,161,258566
75,86,161,15,86,161,207690
76,85,161,38,85,161,520030
80,81,161,10,3,161,4830
1,161,162,1,161,6,966
25,137,162,5,137,6,4110
37,125,162,37,5,6,1110
41,121,162,41,11,6,2706
49,113,162,7,113,6,4746
1,163,164,1,163,82,13366
9,155,164,3,155,82,38130
17,147,164,17,21,82,29274
25,139,164,5,139,82,56990
27,137,164,3,137,82,33702
29,135,164,29,15,82,35670
39,125,164,39,5,82,15990
43,121,164,43,11,82,38786
45,119,164,15,119,82,146370
47,117,164,47,39,82,150306
49,115,164,7,115,82,66010
63,101,164,21,101,82,173922
65,99,164,65,33,82,175890
75,89,164,15,89,82,109470
81,83,164,3,83,82,20418
4,161,165,2,161,165,53130
8,157,165,2,157,165,51810
16,149,165,2,149,165,49170
17,148,165,17,74,165,207570
28,137,165,14,137,165,316470
29,136,165,29,34,165,162690
32,133,165,2,133,165,43890
37,128,165,37,2,165,12210
41,124,165,41,62,165,419430
49,116,165,7,58,165,66990
52,113,165,26,113,165,484770
53,112,165,53,14,165,122430
56,109,165,14,109,165,251790
61,104,165,61,26,165,261690
64,101,165,2,101,165,33330
67,98,165,67,14,165,154770
68,97,165,34,97,165,544170
73,92,165,73,46,165,554070
76,89,165,38,89,165,558030
1,167,168,1,167,42,7014
25,143,168,5,143,42,30030
43,125,168,43,5,42,9030
47,121,168,47,11,42,21714
1,168,169,1,42,13,546
4,165,169,2,165,13,4290
8,161,169,2,161,13,4186
9,160,169,3,10,13,390
16,153,169,2,51,13,1326
17,152,169,17,38,13,8398
18,151,169,6,151,13,11778
19,150,169,19,30,13,7410
20,149,169,10,149,13,19370
21,148,169,21,74,13,20202
22,147,169,22,21,13,6006
24,145,169,6,145,13,11310
25,144,169,5,6,13,390
27,142,169,3,142,13,5538
28,141,169,14,141,13,25662
29,140,169,29,70,13,26390
32,137,169,2,137,13,3562
33,136,169,33,34,13,14586
34,135,169,34,15,13,6630
36,133,169,6,133,13,10374
37,132,169,37,66,13,31746
40,129,169,10,129,13,16770
41,128,169,41,2,13,1066
43,126,169,43,42,13,23478
44,125,169,22,5,13,1430
45,124,169,15,62,13,12090
48,121,169,6,11,13,858
49,120,169,7,30,13,2730
50,119,169,10,119,13,15470
53,116,169,53,58,13,39962
54,115,169,6,115,13,8970
56,113,169,14,113,13,20566
57,112,169,57,14,13,10374
60,109,169,30,109,13,42510
61,108,169,61,6,13,4758
63,106,169,21,106,13,28938
64,105,169,2,105,13,2730
68,101,169,34,101,13,44642
69,100,169,69,10,13,8970
70,99,169,70,33,13,30030
71,98,169,71,14,13,12922
72,97,169,6,97,13,7566
73,96,169,73,6,13,5694
75,94,169,15,94,13,18330
76,93,169,38,93,13,45942
77,92,169,77,46,13,46046
79,90,169,79,30,13,30810
80,89,169,10,89,13,11570
81,88,169,3,22,13,858
84,85,169,42,85,13,46410
9,161,170,3,161,170,82110
23,147,170,23,21,170,82110
27,143,170,3,143,170,72930
49,121,170,7,11,170,13090
53,117,170,53,39,170,351390
63,107,170,21,107,170,381990
71,99,170,71,33,170,398310
81,89,170,3,89,170,45390
1,170,171,1,170,57,9690
4,167,171,2,167,57,19038
8,163,171,2,163,57,18582
16,155,171,2,155,57,17670
20,151,171,10,151,57,86070
23,148,171,23,74,57,97014
25,146,171,5,146,57,41610
28,143,171,14,143,57,114114
31,140,171,31,70,57,123690
32,139,171,2,139,57,15846
35,136,171,35,34,57,67830
40,131,171,10,131,57,74670
43,128,171,43,2,57,4902
44,127,171,22,127,57,159258
46,125,171,46,5,57,13110
47,124,171,47,62,57,166098
49,122,171,7,122,57,48678
50,121,171,10,11,57,6270
52,119,171,26,119,57,176358
55,116,171,55,58,57,181830
56,115,171,14,115,57,91770
59,112,171,59,14,57,47082
64,107,171,2,107,57,12198
67,104,171,67,26,57,99294
68,103,171,34,103,57,199614
71,100,171,71,10,57,40470
73,98,171,73,14,57,58254
79,92,171,79,46,57,207138
80,91,171,10,91,57,51870
83,88,171,83,22,57,104082
1,171,172,1,57,86,4902
9,163,172,3,163,86,42054
19,153,172,19,51,86,83334
25,147,172,5,21,86,9030
27,145,172,3,145,86,37410
37,135,172,37,15,86,47730
45,127,172,15,127,86,163830
47,125,172,47,5,86,20210
49,123,172,7,123,86,74046
51,121,172,51,11,86,48246
55,117,172,55,39,86,184470
63,109,172,21,109,86,196854
73,99,172,73,33,86,207174
75,97,172,15,97,86,125130
81,91,172,3,91,86,23478
25,149,174,5,149,174,129630
49,125,174,7,5,174,6090
53,121,174,53,11,174,101442
1,174,175,1,174,35,6090
4,171,175,2,57,35,3990
8,167,175,2,167,35,11690
9,166,175,3,166,35,17430
16,159,175,2,159,35,11130
18,157,175,6,157,35,32970
19,156,175,19,78,35,51870
22,153,175,22,51,35,39270
23,152,175,23,38,35,30590
24,151,175,6,151,35,31710
27,148,175,3,74,35,7770
31,144,175,31,6,35,6510
32,143,175,2,143,35,10010
36,139,175,6,139,35,29190
39,136,175,39,34,35,46410
43,132,175,43,66,35,99330
44,131,175,22,131,35,100870
47,128,175,47,2,35,3290
48,127,175,6,127,35,26670
51,124,175,51,62,35,110670
52,123,175,26,123,35,111930
54,121,175,6,11,35,2310
58,117,175,58,39,35,79170
59,116,175,59,58,35,119770
64,111,175,2,111,35,7770
67,108,175,67,6,35,14070
68,107,175,34,107,35,127330
71,104,175,71,26,35,64610
72,103,175,6,103,35,21630
76,99,175,38,33,35,43890
79,96,175,79,6,35,16590
81,94,175,3,94,35,9870
83,92,175,83,46,35,133630
87,88,175,87,22,35,66990
1,175,176,1,35,22,770
9,167,176,3,167,22,11022
23,153,176,23,51,22,25806
25,151,176,5,151,22,16610
27,149,176,3,149,22,9834
29,147,176,29,21,22,13398
41,135,176,41,15,22,13530
45,131,176,15,131,22,43230
49,127,176,7,127,22,19558
51,125,176,51,5,22,5610
59,117,176,59,39,22,50622
63,113,176,21,113,22,52206
75,101,176,15,101,22,33330
81,95,176,3,95,22,6270
4,173,177,2,173,177,61242
8,169,177,2,13,177,4602
16,161,177,2,161,177,56994
17,160,177,17,10,177,30090
20,157,177,10,157,177,277890
25,152,177,5,38,177,33630
28,149,177,14,149,177,369222
29,148,177,29,74,177,379842
32,145,177,2,145,177,51330
37,140,177,37,70,177,458430
40,137,177,10,137,177,242490
41,136,177,41,34,177,246738
44,133,177,22,133,177,517902
49,128,177,7,2,177,2478
50,127,177,10,127,177,224790
52,125,177,26,5,177,23010
53,124,177,53,62,177,581622
56,121,177,14,11,177,27258
61,116,177,61,58,177,626226
64,113,177,2,113,177,40002
65,112,177,65,14,177,161070
68,109,177,34,109,177,655962
73,104,177,73,26,177,335946
76,101,177,38,101,177,679326
77,100,177,77,10,177,136290
79,98,177,79,14,177,195762
80,97,177,10,97,177,171690
85,92,177,85,46,177,692070
88,89,177,22,89,177,346566
1,179,180,1,179,30,5370
49,131,180,7,131,30,27510
59,121,180,59,11,30,19470
9,173,182,3,173,182,94458
25,157,182,5,157,182,142870
27,155,182,3,155,182,84630
29,153,182,29,51,182,269178
45,137,182,15,137,182,374010
47,135,182,47,15,182,128310
57,125,182,57,5,182,51870
61,121,182,61,11,182,122122
75,107,182,15,107,182,292110
81,101,182,3,101,182,55146
83,99,182,83,33,182,498498
4,179,183,2,179,183,65514
8,175,183,2,35,183,12810
16,167,183,2,167,183,61122
19,164,183,19,82,183,285114
20,163,183,10,163,183,298290
23,160,183,23,10,183,42090
25,158,183,5,158,183,144570
28,155,183,14,155,183,397110
31,152,183,31,38,183,215574
32,151,183,2,151,183,55266
35,148,183,35,74,183,473970
40,143,183,10,143,183,261690
43,140,183,43,70,183,550830
44,139,183,22,139,183,559614
47,136,183,47,34,183,292434
49,134,183,7,134,183,171654
50,133,183,10,133,183,243390
52,131,183,26,131,183,623298
55,128,183,55,2,183,20130
56,127,183,14,127,183,325374
58,125,183,58,5,183,53070
59,124,183,59,62,183,669414
62,121,183,62,11,183,124806
64,119,183,2,119,183,43554
67,116,183,67,58,183,711138
68,115,183,34,115,183,715530
71,112,183,71,14,183,181902
76,107,183,38,107,183,744078
79,104,183,79,26,183,375882
80,103,183,10,103,183,188490
83,100,183,83,10,183,151890
85,98,183,85,14,183,217770
88,95,183,22,95,183,382470
91,92,183,91,46,183,766038
1,183,184,1,183,46,8418
9,175,184,3,35,46,4830
25,159,184,5,159,46,36570
27,157,184,3,157,46,21666
31,153,184,31,51,46,72726
37,147,184,37,21,46,35742
45,139,184,15,139,46,95910
49,135,184,7,15,46,4830
59,125,184,59,5,46,13570
63,121,184,21,11,46,10626
67,117,184,67,39,46,120198
75,109,184,15,109,46,75210
81,103,184,3,103,46,14214
85,99,184,85,33,46,129030
4,181,185,2,181,185,66970
8,177,185,2,177,185,65490
9,176,185,3,22,185,12210
16,169,185,2,13,185,4810
17,168,185,17,42,185,132090
18,167,185,6,167,185,185370
21,164,185,21,82,185,318570
23,162,185,23,6,185,25530
24,161,185,6,161,185,178710
27,158,185,3,158,185,87690
28,157,185,14,157,185,406630
29,156,185,29,78,185,418470
32,153,185,2,51,185,18870
33,152,185,33,38,185,231990
36,149,185,6,149,185,165390
38,147,185,38,21,185,147630
41,144,185,41,6,185,45510
44,141,185,22,141,185,573870
48,137,185,6,137,185,152070
49,136,185,7,34,185,44030
52,133,185,26,133,185,639730
53,132,185,53,66,185,647130
54,131,185,6,131,185,145410
56,129,185,14,129,185,334110
57,128,185,57,2,185,21090
59,126,185,59,42,185,458430
61,124,185,61,62,185,699670
63,122,185,21,122,185,473970
64,121,185,2,11,185,4070
68,117,185,34,39,185,245310
69,116,185,69,58,185,740370
72,113,185,6,113,185,125430
73,112,185,73,14,185,189070
76,109,185,38,109,185,766270
77,108,185,77,6,185,85470
81,104,185,3,26,185,14430
84,101,185,42,101,185,784770
86,99,185,86,33,185,525030
87,98,185,87,14,185,225330
88,97,185,22,97,185,394790
89,96,185,89,6,185,98790
92,93,185,46,93,185,791430
17,169,186,17,13,186,41106
25,161,186,5,161,186,149730
49,137,186,7,137,186,178374
61,125,186,61,5,186,56730
65,121,186,65,11,186,132990
4,183,187,2,183,187,68442
8,179,187,2,179,187,66946
9,178,187,3,178,187,99858
16,171,187,2,57,187,21318
18,169,187,6,13,187,14586
19,168,187,19,42,187,149226
20,167,187,10,167,187,312290
23,164,187,23,82,187,352682
24,163,187,6,163,187,182886
25,162,187,5,6,187,5610
27,160,187,3,10,187,5610
28,159,187,14,159,187,416262
31,156,187,31,78,187,452166
32,155,187,2,155,187,57970
35,152,187,35,38,187,248710
36,151,187,6,151,187,169422
37,150,187,37,30,187,207570
39,148,187,39,74,187,539682
40,147,187,10,21,187,39270
43,144,187,43,6,187,48246
45,142,187,15,142,187,398310
47,140,187,47,70,187,615230
48,139,187,6,139,187,155958
49,138,187,7,138,187,180642
50,137,187,10,137,187,256190
52,135,187,26,15,187,72930
54,133,187,6,133,187,149226
56,131,187,14,131,187,342958
59,128,187,59,2,187,22066
60,127,187,30,127,187,712470
61,126,187,61,42,187,479094
62,125,187,62,5,187,57970
63,124,187,21,62,187,243474
64,123,187,2,123,187,46002
67,120,187,67,30,187,375870
70,117,187,70,39,187,510510
71,116,187,71,58,187,770066
72,115,187,6,115,187,129030
75,112,187,15,14,187,39270
76,111,187,38,111,187,788766
79,108,187,79,6,187,88638
80,107,187,10,107,187,200090
81,106,187,3,106,187,59466
83,104,187,83,26,187,403546
84,103,187,42,103,187,808962
87,100,187,87,10,187,162690
89,98,187,89,14,187,233002
90,97,187,30,97,187,544170
91,96,187,91,6,187,102102
92,95,187,46,95,187,817190
1,187,188,1,187,94,17578
9,179,188,3,179,94,50478
17,171,188,17,57,94,91086
19,169,188,19,13,94,23218
25,163,188,5,163,94,76610
27,161,188,3,161,94,45402
35,153,188,35,51,94,167790
41,147,188,41,21,94,80934
45,143,188,15,143,94,201630
49,139,188,7,139,94,91462
53,135,188,53,15,94,74730
63,125,188,21,5,94,9870
67,121,188,67,11,94,69278
71,117,188,71,39,94,260286
75,113,188,15,113,94,159330
81,107,188,3,107,94,30174
89,99,188,89,33,94,276078
1,188,189,1,94,21,1974
4,185,189,2,185,21,7770
8,181,189,2,181,21,7602
16,173,189,2,173,21,7266
17,172,189,17,86,21,30702
20,169,189,10,13,21,2730
25,164,189,5,82,21,8610
29,160,189,29,10,21,6090
32,157,189,2,157,21,6594
37,152,189,37,38,21,29526
40,149,189,10,149,21,31290
41,148,189,41,74,21,63714
44,145,189,22,145,21,66990
50,139,189,10,139,21,29190
52,137,189,26,137,21,74802
53,136,189,53,34,21,37842
61,128,189,61,2,21,2562
64,125,189,2,5,21,210
65,124,189,65,62,21,84630
68,121,189,34,11,21,7854
73,116,189,73,58,21,88914
76,113,189,38,113,21,90174
80,109,189,10,109,21,22890
85,104,189,85,26,21,46410
88,101,189,22,101,21,46662
89,100,189,89,10,21,18690
92,97,189,46,97,21,93702
9,181,190,3,181,190,103170
21,169,190,21,13,190,51870
27,163,190,3,163,190,92910
37,153,190,37,51,190,358530
43,147,190,43,21,190,171570
49,141,190,7,141,190,187530
63,127,190,21,127,190,506730
69,121,190,69,11,190,144210
73,117,190,73,39,190,540930
81,109,190,3,109,190,62130
91,99,190,91,33,190,570570
1,191,192,1,191,6,1146
17,175,192,17,35,6,3570
23,169,192,23,13,6,1794
25,167,192,5,167,6,5010
49,143,192,7,143,6,6006
67,125,192,67,5,6,2010
71,121,192,71,11,6,4686
4,191,195,2,191,195,74490
8,187,195,2,187,195,72930
16,179,195,2,179,195,69810
19,176,195,19,22,195,81510
23,172,195,23,86,195,385710
28,167,195,14,167,195,455910
31,164,195,31,82,195,495690
32,163,195,2,163,195,63570
43,152,195,43,38,195,318630
44,151,195,22,151,195,647790
47,148,195,47,74,195,678210
49,146,195,7,146,195,199290
56,139,195,14,139,195,379470
59,136,195,59,34,195,391170
64,131,195,2,131,195,51090
67,128,195,67,2,195,26130
68,127,195,34,127,195,842010
71,124,195,71,62,195,858390
74,121,195,74,11,195,158730
76,119,195,38,119,195,881790
79,116,195,79,58,195,893490
83,112,195,83,14,195,226590
88,107,195,22,107,195,459030
92,103,195,46,103,195,923910
97,98,195,97,14,195,264810
1,195,196,1,195,14,2730
9,187,196,3,187,14,7854
25,171,196,5,57,14,3990
27,169,196,3,13,14,546
43,153,196,43,51,14,30702
45,151,196,15,151,14,31710
61,135,196,61,15,14,12810
71,125,196,71,5,14,4970
75,121,196,15,11,14,2310
79,117,196,79,39,14,43134
81,115,196,3,115,14,4830
97,99,196,97,33,14,44814
1,197,198,1,197,66,13002
23,175,198,23,35,66,53130
25,173,198,5,173,66,57090
29,169,198,29,13,66,24882
49,149,198,7,149,66,68838
73,125,198,73,5,66,24090
1,199,200,1,199,10,1990
9,191,200,3,191,10,5730
27,173,200,3,173,10,5190
29,171,200,29,57,10,16530
31,169,200,31,13,10,4030
47,153,200,47,51,10,23970
49,151,200,7,151,10,10570
53,147,200,53,21,10,11130
63,137,200,21,137,10,28770
79,121,200,79,11,10,8690
81,119,200,3,119,10,3570
83,117,200,83,39,10,32370
99,101,200,33,101,10,33330
4,197,201,2,197,201,79194
8,193,201,2,193,201,77586
16,185,201,2,185,201,74370
17,184,201,17,46,201,157182
20,181,201,10,181,201,363810
25,176,201,5,22,201,22110
26,175,201,26,35,201,182910
28,173,201,14,173,201,486822
29,172,201,29,86,201,501294
32,169,201,2,13,201,5226
37,164,201,37,82,201,609834
40,161,201,10,161,201,323610
41,160,201,41,10,201,82410
44,157,201,22,157,201,694254
49,152,201,7,38,201,53466
50,151,201,10,151,201,303510
52,149,201,26,149,201,778674
53,148,201,53,74,201,788322
56,145,201,14,145,201,408030
61,140,201,61,70,201,858270
64,137,201,2,137,201,55074
65,136,201,65,34,201,444210
68,133,201,34,133,201,908922
73,128,201,73,2,201,29346
76,125,201,38,5,201,38190
77,124,201,77,62,201,959574
80,121,201,10,11,201,22110
85,116,201,85,58,201,990930
88,113,201,22,113,201,499686
89,112,201,89,14,201,250446
92,109,201,46,109,201,1007814
97,104,201,97,26,201,506922
98,103,201,14,103,201,289842
100,101,201,10,101,201,203010
4,199,203,2,199,203,80794
8,195,203,2,195,203,79170
9,194,203,3,194,203,118146
16,187,203,2,187,203,75922
18,185,203,6,185,203,225330
19,184,203,19,46,203,177422
20,183,203,10,183,203,371490
23,180,203,23,30,203,140070
24,179,203,6,179,203,218022
25,178,203,5,178,203,180670
27,176,203,3,22,203,13398
31,172,203,31,86,203,541198
32,171,203,2,57,203,23142
34,169,203,34,13,203,89726
36,167,203,6,167,203,203406
39,164,203,39,82,203,649194
40,163,203,10,163,203,330890
41,162,203,41,6,203,49938
43,160,203,43,10,203,87290
44,159,203,22,159,203,710094
45,158,203,15,158,203,481110
47,156,203,47,78,203,744198
48,155,203,6,155,203,188790
50,153,203,10,51,203,103530
51,152,203,51,38,203,393414
52,151,203,26,151,203,796978
53,150,203,53,30,203,322770
54,149,203,6,149,203,181482
55,148,203,55,74,203,826210
59,144,203,59,6,203,71862
60,143,203,30,143,203,870870
64,139,203,2,139,203,56434
67,136,203,67,34,203,462434
68,135,203,34,15,203,103530
71,132,203,71,66,203,951258
72,131,203,6,131,203,159558
75,128,203,15,2,203,6090
76,127,203,38,127,203,979678
78,125,203,78,5,203,79170
79,124,203,79,62,203,994294
80,123,203,10,123,203,249690
81,122,203,3,122,203,74298
82,121,203,82,11,203,183106
83,120,203,83,30,203,505470
86,117,203,86,39,203,680862
88,115,203,22,115,203,513590
90,113,203,30,113,203,688170
92,111,203,46,111,203,1036518
95,108,203,95,6,203,115710
96,107,203,6,107,203,130326
99,104,203,33,26,203,174174
100,103,203,10,103,203,209090
1,203,204,1,203,102,20706
25,179,204,5,179,102,91290
29,175,204,29,35,102,103530
35,169,204,35,13,102,46410
49,155,204,7,155,102,110670
79,125,204,79,5,102,40290
83,121,204,83,11,102,93126
4,201,205,2,201,205,82410
8,197,205,2,197,205,80770
9,196,205,3,14,205,8610
16,189,205,2,21,205,8610
17,188,205,17,94,205,327590
18,187,205,6,187,205,230010
21,184,205,21,46,205,198030
24,181,205,6,181,205,222630
27,178,205,3,178,205,109470
28,177,205,14,177,205,507990
29,176,205,29,22,205,130790
32,173,205,2,173,205,70930
33,172,205,33,86,205,581790
34,171,205,34,57,205,397290
36,169,205,6,13,205,15990
37,168,205,37,42,205,318570
43,162,205,43,6,205,52890
44,161,205,22,161,205,726110
48,157,205,6,157,205,193110
49,156,205,7,78,205,111930
52,153,205,26,51,205,271830
53,152,205,53,38,205,412870
54,151,205,6,151,205,185730
56,149,205,14,149,205,427630
57,148,205,57,74,205,864690
58,147,205,58,21,205,249690
61,144,205,61,6,205,75030
63,142,205,21,142,205,611310
64,141,205,2,141,205,57810
68,137,205,34,137,205,954890
69,136,205,69,34,205,480930
72,133,205,6,133,205,163590
73,132,205,73,66,205,987690
76,129,205,38,129,205,1004910
77,128,205,77,2,205,31570
79,126,205,79,42,205,680190
81,124,205,3,62,205,38130
84,121,205,42,11,205,94710
88,117,205,22,39,205,175890
89,116,205,89,58,205,1058210
92,113,205,46,113,205,1065590
93,112,205,93,14,205,266910
96,109,205,6,109,205,134070
97,108,205,97,6,205,119310
98,107,205,14,107,205,307090
99,106,205,33,106,205,717090
101,104,205,101,26,205,538330
1,206,207,1,206,69,14214
4,203,207,2,203,69,28014
8,199,207,2,199,69,27462
16,191,207,2,191,69,26358
19,188,207,19,94,69,123234
20,187,207,10,187,69,129030
25,182,207,5,182,69,62790
28,179,207,14,179,69,172914
31,176,207,31,22,69,47058
32,175,207,2,35,69,4830
35,172,207,35,86,69,207690
38,169,207,38,13,69,34086
40,167,207,10,167,69,115230
43,164,207,43,82,69,243294
44,163,207,22,163,69,247434
47,160,207,47,10,69,32430
49,158,207,7,158,69,76314
50,157,207,10,157,69,108330
52,155,207,26,155,69,278070
55,152,207,55,38,69,144210
56,151,207,14,151,69,145866
