d,r,e,a,b,n
1428,1,1428,1,6655,6656
1428,1,1428,825,5831,6656
1428,1,1428,9,6655,6664
1428,1,1428,2312,4563,6875
1428,1,1428,2744,4131,6875
1428,1,1428,845,6358,7203
1428,1,1428,22,7203,7225
1428,1,1428,169,7056,7225
1428,1,1428,1296,5929,7225
1428,1,1428,2662,4563,7225
1428,1,1428,125,7168,7293
1428,1,1428,875,6561,7436
1428,1,1428,833,6655,7488
1428,1,1428,11,7605,7616
1428,1,1428,9,7735,7744
1428,1,1428,1183,6561,7744
1428,1,1428,3025,4913,7938
1428,1,1428,3087,4913,8000
1428,1,1428,33,8092,8125
1428,1,1428,187,7938,8125
1428,1,1428,3773,4352,8125
1428,1,1428,3125,5103,8228
1428,1,1428,121,8160,8281
1428,1,1428,1056,7225,8281
1428,1,1428,2873,5632,8505
1428,1,1428,2431,6144,8575
1428,1,1428,44,8575,8619
1428,1,1428,875,7744,8619
1428,1,1428,5,8619,8624
1428,1,1428,4096,4913,9009
1428,1,1428,2197,6875,9072
1428,1,1428,375,8788,9163
1428,1,1428,935,8281,9216
1428,1,1428,1625,7623,9248
1428,1,1428,13,9248,9261
1428,1,1428,34,9261,9295
1428,1,1428,867,8450,9317
1428,1,1428,1125,8192,9317
1428,1,1428,1183,8192,9375
1428,1,1428,1445,8019,9464
1428,1,1428,160,9317,9477
1428,1,1428,4675,4802,9477
1428,1,1428,1,9800,9801
1428,1,1428,25,9801,9826
1428,1,1428,1701,8125,9826
1428,1,1428,2401,7425,9826
1428,1,1428,2197,7803,10000
1428,1,1428,1024,9261,10285
1428,1,1428,3969,6656,10625
1428,1,1428,22,10625,10647
1428,1,1428,1,10647,10648
1428,1,1428,2401,8415,10816
1428,1,1428,704,10125,10829
1428,1,1428,119,10816,10935
1428,1,1428,1331,9604,10935
1428,1,1428,351,10625,10976
1428,1,1428,9,10976,10985
1428,1,1428,5,11011,11016
1428,1,1428,1625,9639,11264
1428,1,1428,7,11264,11271
1428,1,1428,289,11375,11664
1428,1,1428,26,11979,12005
1428,1,1428,3125,9163,12288
1428,1,1428,1,12375,12376
1428,1,1428,143,12250,12393
1428,1,1428,1408,10985,12393
1428,1,1428,169,12375,12544
1428,1,1428,6125,6591,12716
1428,1,1428,8,13005,13013
1428,1,1428,4913,8100,13013
1428,1,1428,187,13125,13312
1428,1,1428,6125,8019,14144
1428,1,1428,4,14157,14161
1428,1,1428,81,14080,14161
1428,1,1428,121,14040,14161
1428,1,1428,1331,13005,14336
1428,1,1428,1,14399,14400
1428,1,1428,289,14336,14625
1428,1,1428,16,14625,14641
1428,1,1428,81,14560,14641
1428,1,1428,480,14161,14641
1428,1,1428,952,13689,14641
1428,1,1428,2401,12240,14641
1428,1,1428,3825,10816,14641
1428,1,1428,4641,10000,14641
1428,1,1428,98,14641,14739
1428,1,1428,3,14872,14875
1428,1,1428,234,14641,14875
1428,1,1428,640,14739,15379
1428,1,1428,3400,11979,15379
1428,1,1428,1936,13689,15625
1428,1,1428,3718,11907,15625
1428,1,1428,5824,9801,15625
1428,1,1428,7344,8281,15625
1428,1,1428,343,15552,15895
1428,1,1428,49,16335,16384
1428,1,1428,459,15925,16384
1428,1,1428,2695,13689,16384
1428,1,1428,1331,15309,16640
1428,1,1428,351,16456,16807
1428,1,1428,8019,8788,16807
1428,1,1428,68,16807,16875
1428,1,1428,1496,15379,16875
1428,1,1428,153,17150,17303
1428,1,1428,105,17303,17408
1428,1,1428,3136,14739,17875
1428,1,1428,3584,14641,18225
1428,1,1428,4913,13312,18225
1428,1,1428,1445,16807,18252
1428,1,1428,1625,16807,18432
1428,1,1428,121,18375,18496
1428,1,1428,2401,16384,18785
1428,1,1428,2873,16335,19208
1428,1,1428,4459,15125,19584
1428,1,1428,2275,17408,19683
1428,1,1428,2380,17303,19683
1428,1,1428,121,19652,19773
1428,1,1428,3773,16000,19773
1428,1,1428,49,20400,20449
1428,1,1428,289,20160,20449
1428,1,1428,625,20111,20736
1428,1,1428,3993,16807,20800
1428,1,1428,484,21125,21609
1428,1,1428,5984,15625,21609
1428,1,1428,243,21632,21875
1428,1,1428,4,21875,21879
1428,1,1428,675,21952,22627
1428,1,1428,4375,18252,22627
1428,1,1428,1375,21609,22984
1428,1,1428,3025,20384,23409
1428,1,1428,25,24167,24192
1428,1,1428,4116,20449,24565
1428,1,1428,11,24565,24576
1428,1,1428,833,24167,25000
1428,1,1428,55,26244,26299
1428,1,1428,1625,24786,26411
1428,1,1428,1,28560,28561
1428,1,1428,49,28512,28561
1428,1,1428,561,28000,28561
1428,1,1428,6561,22000,28561
1428,1,1428,12936,15625,28561
1428,1,1428,14161,14400,28561
1428,1,1428,50,28561,28611
1428,1,1428,594,28561,29155
1428,1,1428,3645,26411,30056
1428,1,1428,2057,28561,30618
1428,1,1428,351,30625,30976
1428,1,1428,1,31212,31213
1428,1,1428,243,31360,31603
1428,1,1428,15625,17303,32928
1428,1,1428,187,32768,32955
1428,1,1428,15625,17408,33033
1428,1,1428,507,32768,33275
1428,1,1428,3757,30618,34375
1428,1,1428,16,34375,34391
1428,1,1428,169,34391,34560
1428,1,1428,441,34375,34816
1428,1,1428,25,34944,34969
1428,1,1428,5929,31250,37179
1428,1,1428,1,37179,37180
1428,1,1428,81,37268,37349
1428,1,1428,224,37125,37349
1428,1,1428,12005,25344,37349
1428,1,1428,21,39304,39325
1428,1,1428,192,40625,40817
1428,1,1428,81,40817,40898
1428,1,1428,143,40817,40960
1428,1,1428,250,40817,41067
1428,1,1428,847,40625,41472
1428,1,1428,14161,28431,42592
1428,1,1428,17,43923,43940
1428,1,1428,1625,42592,44217
1428,1,1428,21760,24167,45927
1428,1,1428,343,46475,46818
1428,1,1428,441,48400,48841
1428,1,1428,81,49049,49130
1428,2,714,1024,1377,2401
1428,2,714,1,5831,5832
1428,2,714,289,6272,6561
1428,2,714,833,5728,6561
1428,2,714,3043,6561,9604
1428,6,238,625,833,1458
1428,6,238,1,1700,1701
1428,6,238,256,1445,1701
1428,6,238,2,2023,2025
1428,6,238,25,2023,2048
1428,6,238,833,1215,2048
1428,6,238,125,2187,2312
1428,6,238,1,2400,2401
1428,6,238,225,2176,2401
1428,6,238,1024,1377,2401
1428,6,238,1,2499,2500
1428,6,238,200,2401,2601
1428,6,238,343,3125,3468
1428,6,238,459,3125,3584
1428,6,238,35,4096,4131
1428,6,238,1,4374,4375
1428,6,238,17,5103,5120
1428,6,238,1,5831,5832
1428,6,238,289,6272,6561
1428,6,238,3087,4913,8000
1428,7,204,1648,4913,6561
1428,21,68,25,2023,2048
1430,1,1430,1,6655,6656
1430,1,1430,1,30250,30251
1430,11,130,169,1331,1500
1430,11,130,27,1573,1600
1430,11,130,16,1859,1875
1430,11,130,10,2187,2197
1430,11,130,3,2197,2200
1430,11,130,13,2187,2200
1430,11,130,363,2197,2560
1430,11,130,625,2048,2673
1430,11,130,1,4224,4225
1430,13,110,11,3125,3136
1436,2,718,1077,2048,3125
1440,1,1440,1,2400,2401
1440,1,1440,515,2401,2916
1440,1,1440,512,2575,3087
1440,1,1440,721,3375,4096
1440,1,1440,1,4374,4375
1440,1,1440,103,5000,5103
1440,1,1440,343,8000,8343
1440,1,1440,25,10584,10609
1440,2,720,243,1805,2048
1440,6,240,625,2048,2673
1440,8,180,625,896,1521
1440,8,180,729,896,1625
1440,8,180,13,1715,1728
1440,8,180,10,2187,2197
1440,8,180,405,1792,2197
1440,8,180,972,1225,2197
1440,8,180,8,2197,2205
1440,8,180,1,2400,2401
1440,8,180,875,2197,3072
1440,8,180,1,4095,4096
1440,8,180,256,3969,4225
1440,8,180,1,4374,4375
1440,12,120,375,3721,4096
1440,16,90,23,2025,2048
1450,1,1450,625,2048,2673
1450,1,1450,11,3364,3375
1450,1,1450,384,3125,3509
1450,1,1450,29,4096,4125
1450,1,1450,1,7424,7425
1452,2,726,128,1573,1701
1452,2,726,189,1859,2048
1452,2,726,343,2816,3159
1452,2,726,1331,2197,3528
1452,2,726,363,4096,4459
1452,2,726,1183,6561,7744
1452,2,726,1,10647,10648
1452,2,726,8019,8788,16807
1452,22,66,9,2048,2057
1452,22,66,11,2176,2187
1456,2,728,65,2336,2401
1456,4,364,1,2196,2197
1456,4,364,2197,2744,4941
1456,7,208,625,896,1521
1456,7,208,729,896,1625
1456,7,208,13,1715,1728
1456,7,208,10,2187,2197
1456,7,208,405,1792,2197
1456,7,208,972,1225,2197
1456,7,208,8,2197,2205
1456,7,208,1,2400,2401
1456,7,208,875,2197,3072
1456,7,208,1,4095,4096
1456,7,208,256,3969,4225
1456,7,208,1,4374,4375
1456,7,208,2401,4160,6561
1458,1,1458,73,15552,15625
1460,1,1460,73,12427,12500
1460,2,730,73,1952,2025
1460,2,730,375,3721,4096
1460,2,730,9,15616,15625
1460,2,730,73,15552,15625
1460,2,730,2187,15625,17812
1468,1,1468,512,1323,1835
1468,1,1468,1,2400,2401
1468,1,1468,9,2560,2569
1468,1,1468,625,1944,2569
1468,1,1468,189,2936,3125
1468,1,1468,1,4374,4375
1468,1,1468,5872,10935,16807
1470,1,1470,128,1587,1715
1470,1,1470,243,1472,1715
1470,1,1470,23,2025,2048
1470,1,1470,1,2400,2401
1470,1,1470,1,2645,2646
1470,1,1470,49,3125,3174
1470,1,1470,256,3125,3381
1470,1,1470,1,4374,4375
1470,1,1470,161,6400,6561
1470,1,1470,2401,9375,11776
1470,1,1470,162,12005,12167
1470,1,1470,8192,8575,16767
1470,1,1470,40,16767,16807
1470,1,1470,1,25920,25921
1470,3,490,1,1680,1681
1470,3,490,81,1600,1681
1470,3,490,20,1681,1701
1470,3,490,9,2000,2009
1470,3,490,729,1280,2009
1470,3,490,16,2009,2025
1470,3,490,875,1312,2187
1470,3,490,1,2400,2401
1470,3,490,720,1681,2401
1470,3,490,1,2624,2625
1470,3,490,196,3125,3321
1470,3,490,1,4374,4375
1470,3,490,1029,4096,5125
1470,3,490,1,6560,6561
1470,3,490,343,8405,8748
1470,3,490,41,10935,10976
1470,7,210,243,1325,1568
1470,7,210,5,1696,1701
1470,7,210,53,2187,2240
1470,7,210,1,2400,2401
1470,7,210,16,2385,2401
1470,7,210,159,2401,2560
1470,7,210,5,2592,2597
1470,7,210,9,2800,2809
1470,7,210,784,2025,2809
1470,7,210,53,3072,3125
1470,7,210,1,4374,4375
1470,7,210,7,5618,5625
1470,7,210,625,5936,6561
1470,7,210,64,6561,6625
1472,2,736,529,1152,1681
1472,4,368,529,4096,4625
1474,1,1474,128,1681,1809
1474,1,1474,1331,4096,5427
1476,2,738,16,1665,1681
1476,2,738,81,1600,1681
1476,2,738,656,1369,2025
1476,2,738,128,2997,3125
1476,2,738,1,6560,6561
1476,2,738,1024,6561,7585
1476,2,738,37,9963,10000
1476,3,492,1024,2187,3211
1480,1,1480,1,1520,1521
1480,1,1480,152,1369,1521
1480,1,1480,256,1369,1625
1480,1,1480,125,1539,1664
1480,1,1480,1,1664,1665
1480,1,1480,361,1664,2025
1480,1,1480,243,1805,2048
1480,1,1480,10,2187,2197
1480,1,1480,37,2160,2197
1480,1,1480,171,2197,2368
1480,1,1480,27,2405,2432
1480,1,1480,625,2187,2812
1480,1,1480,37,2888,2925
1480,1,1480,800,2197,2997
1480,1,1480,128,2997,3125
1480,1,1480,1024,2187,3211
1480,1,1480,1,3249,3250
1480,1,1480,1369,2375,3744
1480,1,1480,8,4617,4625
1480,1,1480,1,5624,5625
1480,1,1480,3,6250,6253
1480,1,1480,481,6080,6561
1480,1,1480,95,6561,6656
1480,1,1480,3159,3700,6859
1480,1,1480,1,7695,7696
1480,1,1480,5,9472,9477
1480,1,1480,3125,6859,9984
1480,1,1480,361,11664,12025
1480,1,1480,45,13312,13357
1480,1,1480,1,13689,13690
1480,1,1480,6253,9747,16000
1480,1,1480,1,17575,17576
1480,1,1480,2375,16384,18759
1480,1,1480,4693,18432,23125
1480,1,1480,1125,27436,28561
1480,1,1480,5476,23085,28561
1480,1,1480,37,32768,32805
1480,2,740,1,1960,1961
1480,2,740,37,2560,2597
1480,4,370,128,2997,3125
1480,10,148,128,2997,3125
1482,1,1482,513,1183,1696
1482,1,1482,1,1728,1729
1482,1,1482,361,1431,1792
1482,1,1482,19,2048,2067
1482,1,1482,361,2187,2548
1482,1,1482,1,2808,2809
1482,1,1482,16,2793,2809
1482,1,1482,243,2968,3211
1482,1,1482,1024,2187,3211
1482,1,1482,848,2401,3249
1482,1,1482,128,3211,3339
1482,1,1482,1007,4096,5103
1482,1,1482,361,4823,5184
1482,1,1482,53,6859,6912
1482,1,1482,2809,4394,7203
1482,1,1482,512,6859,7371
1482,1,1482,2809,5472,8281
1482,1,1482,1568,6859,8427
1482,1,1482,361,8427,8788
1482,1,1482,304,8957,9261
1482,1,1482,689,16807,17496
1482,1,1482,169,19494,19663
1482,1,1482,1372,27189,28561
1482,1,1482,1,41552,41553
1482,19,78,10,2187,2197
1484,2,742,217,2592,2809
1484,2,742,1,3968,3969
1484,2,742,1431,15376,16807
1488,1,1488,149,2976,3125
1488,1,1488,243,3725,3968
1488,1,1488,9,29791,29800
1488,4,372,9,2048,2057
1488,4,372,11,2176,2187
1488,4,372,992,2187,3179
1488,12,124,1,3968,3969
1494,1,1494,9,2048,2057
1494,1,1494,729,1328,2057
1494,1,1494,11,2176,2187
1494,1,1494,17,2656,2673
1494,3,498,27,2048,2075
1494,3,498,2187,3125,5312
1496,2,748,289,1331,1620
1496,2,748,544,1331,1875
1496,2,748,9,2048,2057
1496,2,748,32,2025,2057
1496,2,748,11,2176,2187
1496,2,748,187,2000,2187
1496,2,748,125,2187,2312
1496,2,748,625,2048,2673
1496,2,748,54,3125,3179
1496,2,748,1331,2125,3456
1496,2,748,25,9801,9826
1496,2,748,11,24565,24576
1496,17,88,625,2048,2673
1496,22,68,25,2023,2048
1498,1,1498,3,1712,1715
1498,1,1498,1,2400,2401
1498,1,1498,214,2187,2401
1498,1,1498,49,3375,3424
1498,1,1498,1,4374,4375
1498,1,1498,243,5000,5243
1500,6,250,1,2400,2401
1500,6,250,1,4374,4375
1500,10,150,243,1805,2048
1500,15,100,125,2187,2312
1504,4,376,1,2303,2304
1504,4,376,192,2209,2401
1508,1,1508,928,2197,3125
1508,1,1508,18875,24389,43264
1508,2,754,243,1421,1664
1508,2,754,52,2349,2401
1510,1,1510,1,2400,2401
1510,1,1510,151,2250,2401
1510,1,1510,15,2401,2416
1510,1,1510,1,4374,4375
1510,1,1510,2048,4077,6125
1512,2,756,2187,16384,18571
1512,3,504,256,1331,1587
1512,3,504,2401,2783,5184
1512,3,504,529,5103,5632
1512,3,504,121,12167,12288
1512,3,504,529,14112,14641
1512,4,378,243,1805,2048
1512,4,378,1,2400,2401
1512,4,378,245,2187,2432
1512,4,378,27,2500,2527
1512,4,378,38,3087,3125
1512,4,378,49,3200,3249
1512,4,378,1,4374,4375
1512,4,378,2401,3375,5776
1512,4,378,19,6125,6144
1512,4,378,784,6075,6859
1512,4,378,1,6859,6860
1512,4,378,32,11875,11907
1512,6,252,127,3969,4096
1512,9,168,1,1700,1701
1512,9,168,256,1445,1701
1512,9,168,2,2023,2025
1512,9,168,25,2023,2048
1512,9,168,833,1215,2048
1512,9,168,125,2187,2312
1512,9,168,1,2400,2401
1512,9,168,225,2176,2401
1512,9,168,1024,1377,2401
1512,9,168,1,2499,2500
1512,9,168,200,2401,2601
1512,9,168,343,3125,3468
1512,9,168,459,3125,3584
1512,9,168,35,4096,4131
1512,9,168,1,4374,4375
1512,9,168,17,5103,5120
1512,14,108,625,2048,2673
1516,1,1516,256,1331,1587
1516,1,1516,121,12167,12288
1518,1,1518,256,1331,1587
1518,1,1518,23,1782,1805
1518,1,1518,625,1311,1936
1518,1,1518,1,2024,2025
1518,1,1518,23,2025,2048
1518,1,1518,243,1805,2048
1518,1,1518,2,2185,2187
1518,1,1518,1,2299,2300
1518,1,1518,5,2299,2304
1518,1,1518,512,1863,2375
1518,1,1518,1,2375,2376
1518,1,1518,475,2187,2662
1518,1,1518,625,2048,2673
1518,1,1518,171,2645,2816
1518,1,1518,576,2299,2875
1518,1,1518,243,2645,2888
1518,1,1518,529,2375,2904
1518,1,1518,81,2944,3025
1518,1,1518,209,2916,3125
1518,1,1518,342,2783,3125
1518,1,1518,121,3375,3496
1518,1,1518,125,3971,4096
1518,1,1518,1331,2944,4275
1518,1,1518,529,3971,4500
1518,1,1518,11,4750,4761
1518,1,1518,361,4400,4761
1518,1,1518,256,5819,6075
1518,1,1518,16,6859,6875
1518,1,1518,19,8000,8019
1518,1,1518,2645,6859,9504
1518,1,1518,253,9747,10000
1518,1,1518,250,9801,10051
1518,1,1518,99,11776,11875
1518,1,1518,5120,6859,11979
1518,1,1518,2420,9747,12167
1518,1,1518,121,12167,12288
1518,1,1518,2783,10935,13718
1518,1,1518,64,13851,13915
1518,1,1518,759,15625,16384
1518,1,1518,1,16928,16929
1518,1,1518,12167,13122,25289
1518,1,1518,69,45056,45125
1518,11,138,128,1587,1715
1518,11,138,243,1472,1715
1518,11,138,23,2025,2048
1518,11,138,1,2400,2401
1518,11,138,1,2645,2646
1518,11,138,49,3125,3174
1518,11,138,256,3125,3381
1518,11,138,1,4374,4375
1518,23,66,9,2048,2057
1520,2,760,243,1805,2048
1520,2,760,304,3125,3429
1520,2,760,1,6858,6859
1520,2,760,6859,9525,16384
1520,8,190,243,1805,2048
1524,1,1524,127,3969,4096
1524,1,1524,1,16128,16129
1524,3,508,1,2159,2160
1524,3,508,125,2187,2312
1524,3,508,127,9248,9375
1524,3,508,4064,6561,10625
1524,3,508,255,16129,16384
1526,1,1526,343,11881,12224
1528,1,1528,125,2187,2312
1528,1,1528,128,3247,3375
1528,1,1528,2048,2865,4913
1530,1,1530,272,1915,2187
1530,1,1530,125,2187,2312
1530,1,1530,1215,4913,6128
1530,1,1530,50,6511,6561
1530,3,510,125,2187,2312
1530,5,306,9,2048,2057
1530,5,306,1,2057,2058
1530,5,306,11,2176,2187
1530,5,306,289,2112,2401
1530,5,306,1024,1377,2401
1530,5,306,272,2401,2673
1530,5,306,539,4374,4913
1530,5,306,1,5831,5832
1530,5,306,289,6272,6561
1530,17,90,23,2025,2048
1534,13,118,25,3456,3481
1536,2,768,384,1331,1715
1536,2,768,1,2400,2401
1536,2,768,25,2376,2401
1536,2,768,99,2401,2500
1536,2,768,625,2048,2673
1536,2,768,1,3024,3025
1536,2,768,11,3125,3136
1536,2,768,128,3645,3773
1536,2,768,648,3125,3773
1536,2,768,7,3993,4000
1536,2,768,2048,2187,4235
1536,2,768,1,4374,4375
1536,2,768,7,5625,5632
1536,2,768,1125,8192,9317
1536,2,768,1,9800,9801
1536,2,768,1331,9604,10935
1536,2,768,49,16335,16384
1536,2,768,3584,14641,18225
1538,1,1538,49,3076,3125
1538,1,1538,11,3125,3136
1540,1,1540,257,1458,1715
1540,1,1540,384,1331,1715
1540,1,1540,1,1799,1800
1540,1,1540,16,1799,1815
1540,1,1540,847,1028,1875
1540,1,1540,121,1799,1920
1540,1,1540,1,2400,2401
1540,1,1540,25,2376,2401
1540,1,1540,88,2313,2401
1540,1,1540,99,2401,2500
1540,1,1540,625,2048,2673
1540,1,1540,27,2800,2827
1540,1,1540,640,2187,2827
1540,1,1540,8,2827,2835
1540,1,1540,1,3024,3025
1540,1,1540,245,2827,3072
1540,1,1540,11,3125,3136
1540,1,1540,257,3388,3645
1540,1,1540,128,3645,3773
1540,1,1540,648,3125,3773
1540,1,1540,7,3993,4000
1540,1,1540,1925,2187,4112
1540,1,1540,2048,2187,4235
1540,1,1540,1,4374,4375
1540,1,1540,343,4112,4455
1540,1,1540,7,5625,5632
1540,1,1540,257,6655,6912
1540,1,1540,64,6875,6939
1540,1,1540,539,6400,6939
1540,1,1540,257,7168,7425
1540,1,1540,1125,8192,9317
1540,1,1540,1,9800,9801
1540,1,1540,1331,9604,10935
1540,1,1540,2048,12593,14641
1540,1,1540,49,16335,16384
1540,1,1540,1323,15125,16448
1540,1,1540,1799,15625,17424
1540,1,1540,3584,14641,18225
1540,1,1540,5632,12593,18225
1540,1,1540,6425,16807,23232
1540,1,1540,7,31097,31104
1540,1,1540,49,32076,32125
1540,1,1540,81,44975,45056
1540,2,770,193,1375,1568
1540,2,770,11,3125,3136
1540,5,308,343,1705,2048
1540,5,308,11,3125,3136
1540,7,220,625,2048,2673
1540,7,220,1331,1369,2700
1540,7,220,128,2997,3125
1540,7,220,11,4096,4107
1540,7,220,1936,4625,6561
1540,7,220,37,6875,6912
1540,10,154,128,1573,1701
1540,10,154,189,1859,2048
1540,10,154,343,2816,3159
1540,10,154,1331,2197,3528
1540,10,154,363,4096,4459
1540,14,110,11,3125,3136
1542,3,514,257,16384,16641
1548,1,1548,135,1849,1984
1548,1,1548,1,3999,4000
1548,1,1548,2916,26875,29791
1548,3,516,567,1024,1591
1548,3,516,36,1813,1849
1548,3,516,148,1701,1849
1548,3,516,1032,1369,2401
1548,3,516,2187,7396,9583
1548,6,258,26,1849,1875
1548,6,258,338,1849,2187
1548,6,258,10,2187,2197
1548,6,258,172,2025,2197
1548,6,258,125,2197,2322
1548,6,258,129,4096,4225
1548,6,258,729,7396,8125
1550,5,310,729,961,1690
1550,5,310,10,2187,2197
1550,5,310,128,2197,2325
1550,5,310,13,3875,3888
1550,5,310,3125,4563,7688
1552,1,1552,679,1369,2048
1552,1,1552,97,2304,2401
1552,1,1552,1,9408,9409
1552,1,1552,148,9261,9409
1552,1,1552,63,9409,9472
1552,4,388,10,2187,2197
1552,4,388,256,6305,6561
1552,4,388,3159,6250,9409
1552,4,388,4225,5184,9409
1554,1,1554,243,12448,12691
1554,3,518,256,1369,1625
1554,3,518,125,2072,2197
1554,3,518,4,2401,2405
1554,3,518,128,6125,6253
1556,2,778,1,1944,1945
1556,2,778,10,2187,2197
1556,2,778,13,3112,3125
1556,2,778,389,20736,21125
1558,1,1558,1,1599,1600
1558,1,1558,125,1539,1664
1558,1,1558,81,1600,1681
1558,1,1558,160,1521,1681
1558,1,1558,256,1425,1681
1558,1,1558,9,1681,1690
1558,1,1558,361,1664,2025
1558,1,1558,243,1805,2048
1558,1,1558,10,2187,2197
1558,1,1558,243,2132,2375
1558,1,1558,361,2304,2665
1558,1,1558,1235,1681,2916
1558,1,1558,9,3116,3125
1558,1,1558,533,2592,3125
1558,1,1558,1444,1681,3125
1558,1,1558,41,3159,3200
1558,1,1558,1024,2187,3211
1558,1,1558,625,2624,3249
1558,1,1558,1,3249,3250
1558,1,1558,1083,2197,3280
1558,1,1558,13,3362,3375
1558,1,1558,164,3211,3375
1558,1,1558,1681,2375,4056
1558,1,1558,779,4096,4875
1558,1,1558,432,4693,5125
1558,1,1558,1681,4394,6075
1558,1,1558,1,6560,6561
1558,1,1558,95,6561,6656
1558,1,1558,135,6724,6859
1558,1,1558,361,6929,7290
1558,1,1558,19,8405,8424
1558,1,1558,169,8856,9025
1558,1,1558,3125,6859,9984
1558,1,1558,2,10125,10127
1558,1,1558,41,10944,10985
1558,1,1558,2197,9963,12160
1558,1,1558,208,19475,19683
1558,1,1558,5408,15625,21033
1558,1,1558,1125,27436,28561
1560,1,1560,27,1573,1600
1560,1,1560,16,1859,1875
1560,1,1560,169,1775,1944
1560,1,1560,923,1125,2048
1560,1,1560,625,1562,2187
1560,1,1560,10,2187,2197
1560,1,1560,3,2197,2200
1560,1,1560,13,2187,2200
1560,1,1560,75,2197,2272
1560,1,1560,363,2197,2560
1560,1,1560,625,2048,2673
1560,1,1560,256,2769,3025
1560,1,1560,1,3124,3125
1560,1,1560,142,3125,3267
1560,1,1560,1,4224,4225
1560,1,1560,1521,3520,5041
1560,1,1560,143,5041,5184
1560,1,1560,1,5324,5325
1560,1,1560,64,6591,6655
1560,1,1560,1,6655,6656
1560,1,1560,1331,5325,6656
1560,1,1560,284,6591,6875
1560,1,1560,729,6655,7384
1560,1,1560,2000,6591,8591
1560,1,1560,13,9075,9088
1560,1,1560,625,8591,9216
